Date,Adj Close,Close,High,Low,Open,Volume
2006-09-12,93.06156921386719,131.69000244140625,131.83999633789062,130.3699951171875,130.55999755859375,69875600
2006-09-13,93.43611907958984,132.22000122070312,132.4499969482422,131.52000427246094,131.63999938964844,62898400
2006-09-14,93.44314575195312,132.22999572753906,132.24000549316406,131.75,131.9600067138672,57805400
2006-09-15,93.6624984741211,131.9600067138672,132.38999938964844,131.67999267578125,132.30999755859375,76703100
2006-09-18,93.7902603149414,132.13999938964844,132.38999938964844,131.64999389648438,131.7899932861328,64154100
2006-09-19,93.5560302734375,131.80999755859375,132.1300048828125,131.07000732421875,132.1199951171875,92089100
2006-09-20,94.05284881591797,132.50999450683594,132.77000427246094,132.05999755859375,132.25,75204100
2006-09-21,93.59859466552734,131.8699951171875,132.75,131.4199981689453,132.61000061035156,88932500
2006-09-22,93.31470489501953,131.47000122070312,131.67999267578125,131.0,131.6699981689453,65966800
2006-09-25,94.03157043457031,132.47999572753906,132.85000610351562,131.0500030517578,131.72999572753906,92299100
2006-09-26,94.81232452392578,133.5800018310547,133.60000610351562,132.39999389648438,132.5,73962700
2006-09-27,94.92588806152344,133.74000549316406,133.97000122070312,133.27000427246094,133.49000549316406,82432200
2006-09-28,94.89041900634766,133.69000244140625,133.99000549316406,133.27999877929688,133.74000549316406,58597500
2006-09-29,94.81232452392578,133.5800018310547,133.94000244140625,133.47999572753906,133.8000030517578,47966600
2006-10-02,94.45743560791016,133.0800018310547,133.8300018310547,132.9499969482422,133.5399932861328,51687400
2006-10-03,94.65620422363281,133.36000061035156,133.8699951171875,132.64999389648438,132.88999938964844,73108100
2006-10-04,95.76345825195312,134.9199981689453,135.0,133.0800018310547,133.22999572753906,80890500
2006-10-05,95.94800567626953,135.17999267578125,135.41000366210938,134.75,134.9199981689453,60505900
2006-10-06,95.82733154296875,135.00999450683594,135.10000610351562,134.39999389648438,134.9499969482422,64983600
2006-10-09,95.88411712646484,135.08999633789062,135.3000030517578,134.63999938964844,134.85000610351562,41176800
2006-10-10,96.0118637084961,135.27000427246094,135.4499969482422,134.83999633789062,135.10000610351562,56403700
